cust_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type
3155,REDUCTION,2022-09-01,PRO,85,Female,35-44,Norway,Google Ads
3156,initial,2020-07-01,PRO,65,Female,45-54,Denmark,facebook
3156,UPGRADE,2021-08-01,MAX,109,Female,45-54,Denmark,facebook
3156,CHURN,2022-03-01,MAX,119,Female,45-54,Denmark,facebook
3157,initial,2020-10-01,BASIC,33,Female,35-44,Sweden,TV
3157,UPGRADE,2022-03-01,MAX,119,Female,35-44,Sweden,TV
3158,initial,2020-10-01,PRO,65,Female,18-24,Sweden,facebook
3158,REDUCTION,2021-12-01,BASIC,43,Female,18-24,Sweden,facebook
3159,initial,2020-04-01,BASIC,33,Male,25-34,Finland,Google Ads
3159,UPGRADE,2022-02-01,MAX,119,Male,25-34,Finland,Google Ads
3160,initial,2021-08-01,PRO,75,Other,45-54,Sweden,facebook
3160,UPGRADE,2022-05-01,MAX,119,Other,45-54,Sweden,facebook
3161,initial,2022-06-01,PRO,85,Female,25-34,Denmark,Google Ads
3162,initial,2022-08-01,PRO,85,Male,25-34,Norway,Google Ads
3163,initial,2021-08-01,PRO,75,Male,25-34,Finland,Organic Search
3163,UPGRADE,2022-03-01,MAX,119,Male,25-34,Finland,Organic Search
3164,initial,2020-06-01,BASIC,33,Male,18-24,Sweden,facebook
3164,UPGRADE,2022-04-01,PRO,85,Male,18-24,Sweden,facebook
3165,initial,2021-06-01,BASIC,43,Male,18-24,Norway,facebook
3165,UPGRADE,2022-05-01,PRO,85,Male,18-24,Norway,facebook
3166,initial,2021-06-01,BASIC,43,Female,35-44,Sweden,Unknown
3167,initial,2020-06-01,PRO,65,Female,55-65,Finland,Display
3167,CHURN,2021-03-01,PRO,75,Female,55-65,Finland,Display
3168,initial,2022-04-01,BASIC,53,Male,55-65,Finland,Unknown
3168,CHURN,2022-10-01,BASIC,53,Male,55-65,Finland,Unknown
3169,initial,2020-06-01,BASIC,33,Female,25-34,Sweden,facebook
3169,UPGRADE,2022-05-01,PRO,85,Female,25-34,Sweden,facebook
3170,initial,2020-12-01,BASIC,33,Female,35-44,Norway,Google Ads
3170,UPGRADE,2021-12-01,MAX,109,Female,35-44,Norway,Google Ads
3170,CHURN,2022-03-01,MAX,119,Female,35-44,Norway,Google Ads
3171,initial,2021-06-01,MAX,109,Other,45-54,Sweden,facebook
3171,REDUCTION,2021-08-01,PRO,75,Other,45-54,Sweden,facebook
3172,initial,2020-05-01,BASIC,33,Other,45-54,Sweden,Google Ads
3173,initial,2020-09-01,PRO,65,Male,25-34,Finland,Unknown
3173,CHURN,2020-12-01,PRO,65,Male,25-34,Finland,Unknown
3173,UPGRADE,2021-04-01,MAX,109,Male,25-34,Finland,Unknown
3173,CHURN,2022-02-01,MAX,119,Male,25-34,Finland,Unknown
3174,initial,2020-01-01,BASIC,33,Female,35-44,Finland,Google Ads
3175,initial,2020-07-01,PRO,65,Male,35-44,Sweden,Google Ads
3175,UPGRADE,2021-06-01,MAX,109,Male,35-44,Sweden,Google Ads
3175,CHURN,2022-01-01,MAX,119,Male,35-44,Sweden,Google Ads
3176,initial,2022-09-01,BASIC,53,Male,25-34,Sweden,Google Ads
3177,initial,2021-05-01,BASIC,43,Male,35-44,Sweden,facebook
3178,initial,2020-03-01,PRO,65,Female,55-65,Denmark,Google Ads
3178,CHURN,2020-07-01,PRO,65,Female,55-65,Denmark,Google Ads
3179,initial,2020-04-01,PRO,65,Female,55-65,Sweden,Unknown
3179,UPGRADE,2022-05-01,MAX,119,Female,55-65,Sweden,Unknown
3180,initial,2020-04-01,PRO,65,Male,55-65,Sweden,Paid Search
3180,CHURN,2020-07-01,PRO,65,Male,55-65,Sweden,Paid Search
3181,initial,2022-10-01,BASIC,53,Male,45-54,Sweden,Paid Search
3182,initial,2020-10-01,BASIC,33,Male,55-65,Sweden,Google Ads
3182,CHURN,2021-02-01,BASIC,43,Male,55-65,Sweden,Google Ads
3183,initial,2021-11-01,BASIC,43,Female,18-24,Norway,Paid Search
3183,UPGRADE,2022-06-01,PRO,85,Female,18-24,Norway,Paid Search
3184,initial,2021-01-01,BASIC,43,Male,18-24,Sweden,Bing
3184,UPGRADE,2022-11-01,MAX,119,Male,18-24,Sweden,Bing
3185,initial,2022-01-01,BASIC,53,Male,18-24,Sweden,facebook
3186,initial,2020-09-01,PRO,65,Female,35-44,Sweden,facebook
3186,UPGRADE,2021-08-01,MAX,109,Female,35-44,Sweden,facebook
3187,initial,2022-08-01,PRO,85,Female,45-54,Sweden,Bing
3187,REDUCTION,2022-09-01,BASIC,53,Female,45-54,Sweden,Bing
3188,initial,2021-02-01,PRO,75,Female,35-44,Finland,Google Ads
3188,UPGRADE,2021-06-01,MAX,109,Female,35-44,Finland,Google Ads
3188,CHURN,2022-01-01,MAX,119,Female,35-44,Finland,Google Ads
3189,initial,2022-03-01,MAX,119,Female,25-34,Denmark,facebook
3190,initial,2022-04-01,PRO,85,Male,25-34,Sweden,Google Ads
3190,REDUCTION,2022-05-01,BASIC,53,Male,25-34,Sweden,Google Ads
3191,initial,2022-10-01,MAX,119,Male,35-44,Denmark,facebook
3192,initial,2022-05-01,PRO,85,Female,45-54,Finland,facebook
3193,initial,2020-05-01,PRO,65,Male,45-54,Denmark,Organic Search
3193,CHURN,2020-09-01,PRO,65,Male,45-54,Denmark,Organic Search
3194,initial,2021-10-01,PRO,75,Female,55-65,Sweden,Paid Search
3195,initial,2021-11-01,MAX,109,Male,55-65,Sweden,facebook
3195,REDUCTION,2022-03-01,BASIC,53,Male,55-65,Sweden,facebook
3196,initial,2021-10-01,PRO,75,Female,25-34,Sweden,Google Ads
3197,initial,2022-08-01,BASIC,53,Male,45-54,Sweden,Google Ads
3198,initial,2021-10-01,MAX,109,Female,35-44,Sweden,Display
3198,REDUCTION,2022-09-01,PRO,85,Female,35-44,Sweden,Display
3199,initial,2020-09-01,PRO,65,Female,35-44,Denmark,Google Ads
3199,UPGRADE,2021-07-01,MAX,109,Female,35-44,Denmark,Google Ads
3199,CHURN,2021-12-01,MAX,109,Female,35-44,Denmark,Google Ads
3200,initial,2020-10-01,BASIC,33,Male,18-24,Sweden,Organic Search
3200,UPGRADE,2022-10-01,MAX,119,Male,18-24,Sweden,Organic Search
3201,initial,2021-04-01,BASIC,43,Female,18-24,Denmark,facebook
3201,UPGRADE,2022-03-01,PRO,85,Female,18-24,Denmark,facebook
3202,initial,2021-03-01,PRO,75,Female,18-24,Denmark,facebook
3202,UPGRADE,2021-07-01,MAX,109,Female,18-24,Denmark,facebook
3202,CHURN,2021-07-01,PRO,75,Female,18-24,Denmark,facebook
3203,initial,2021-05-01,PRO,75,Female,18-24,Sweden,Organic Search
3203,UPGRADE,2022-08-01,MAX,119,Female,18-24,Sweden,Organic Search
3204,initial,2020-09-01,MAX,99,Male,25-34,Finland,facebook
3204,REDUCTION,2021-04-01,PRO,75,Male,25-34,Finland,facebook
3204,CHURN,2022-04-01,PRO,85,Male,25-34,Finland,facebook
3205,initial,2021-04-01,BASIC,43,Female,35-44,Denmark,Google Ads
3206,initial,2020-01-01,MAX,99,Male,35-44,Sweden,Google Ads
3206,REDUCTION,2020-02-01,PRO,65,Male,35-44,Sweden,Google Ads
3207,initial,2021-07-01,PRO,75,Female,25-34,Sweden,Paid Search
3207,UPGRADE,2021-12-01,MAX,109,Female,25-34,Sweden,Paid Search
3207,CHURN,2022-05-01,PRO,85,Female,25-34,Sweden,Paid Search
3208,initial,2021-11-01,MAX,109,Female,18-24,Sweden,facebook
3209,initial,2020-12-01,BASIC,33,Female,25-34,Sweden,TV
3210,initial,2020-08-01,BASIC,33,Other,35-44,Sweden,facebook
3210,CHURN,2021-08-01,BASIC,43,Other,35-44,Sweden,facebook
3211,initial,2022-05-01,BASIC,53,Female,18-24,Norway,Google Ads
3212,initial,2020-04-01,PRO,65,Female,25-34,Denmark,facebook
3212,CHURN,2020-07-01,PRO,65,Female,25-34,Denmark,facebook
3213,initial,2021-10-01,BASIC,43,Female,18-24,Sweden,Google Ads
3214,initial,2020-07-01,BASIC,33,Male,35-44,Sweden,Google Ads
3214,CHURN,2021-02-01,BASIC,43,Male,35-44,Sweden,Google Ads
3215,initial,2020-01-01,PRO,65,Female,35-44,Sweden,facebook
3215,UPGRADE,2022-07-01,MAX,119,Female,35-44,Sweden,facebook
3216,initial,2021-02-01,PRO,75,Male,25-34,Denmark,Google Ads
3216,REDUCTION,2021-03-01,BASIC,43,Male,25-34,Denmark,Google Ads
3216,CHURN,2021-06-01,BASIC,43,Male,25-34,Denmark,Google Ads
3217,initial,2022-08-01,BASIC,53,Female,25-34,Sweden,Google Ads
3218,initial,2020-04-01,PRO,65,Male,55-65,Norway,Unknown
3218,UPGRADE,2022-06-01,MAX,119,Male,55-65,Norway,Unknown
3219,initial,2021-03-01,PRO,75,Female,18-24,Sweden,Unknown
3219,UPGRADE,2022-06-01,MAX,119,Female,18-24,Sweden,Unknown
3220,initial,2022-12-01,BASIC,53,Male,35-44,Finland,Google Ads
3221,initial,2022-09-01,BASIC,53,Male,18-24,Sweden,Bing
3222,initial,2022-02-01,BASIC,53,Female,35-44,Denmark,Google Ads
3222,CHURN,2022-07-01,BASIC,53,Female,35-44,Denmark,Google Ads
3223,initial,2022-09-01,BASIC,53,Female,25-34,Sweden,facebook
3224,initial,2021-01-01,MAX,109,Female,35-44,Finland,Unknown
3224,REDUCTION,2022-05-01,BASIC,53,Female,35-44,Finland,Unknown
3225,initial,2020-12-01,MAX,99,Female,25-34,Norway,Google Ads
3225,REDUCTION,2021-09-01,BASIC,43,Female,25-34,Norway,Google Ads
3226,initial,2022-12-01,BASIC,53,Female,45-54,Sweden,facebook
3227,initial,2022-07-01,BASIC,53,Female,25-34,Sweden,facebook
3228,initial,2021-05-01,MAX,109,Female,35-44,Denmark,facebook
3228,CHURN,2021-08-01,MAX,109,Female,35-44,Denmark,facebook
3229,initial,2020-09-01,BASIC,33,Male,45-54,Sweden,Google Ads
3230,initial,2020-10-01,PRO,65,Female,45-54,Finland,Organic Search
3230,REDUCTION,2021-11-01,BASIC,43,Female,45-54,Finland,Organic Search
3231,initial,2020-02-01,PRO,65,Male,25-34,Sweden,Google Ads
3231,UPGRADE,2020-09-01,MAX,99,Male,25-34,Sweden,Google Ads
3232,initial,2021-07-01,MAX,109,Male,25-34,Sweden,Google Ads
3232,REDUCTION,2022-07-01,BASIC,53,Male,25-34,Sweden,Google Ads
3233,initial,2020-03-01,BASIC,33,Female,18-24,Finland,facebook
3233,UPGRADE,2021-03-01,PRO,75,Female,18-24,Finland,facebook
3234,initial,2022-07-01,PRO,85,Male,45-54,Sweden,Google Ads
3235,initial,2021-08-01,PRO,75,Female,55-65,Norway,facebook
3235,UPGRADE,2022-03-01,MAX,119,Female,55-65,Norway,facebook
3236,initial,2020-03-01,PRO,65,Male,55-65,Finland,Google Ads
3236,CHURN,2020-11-01,PRO,65,Male,55-65,Finland,Google Ads
3237,initial,2021-12-01,BASIC,43,Male,55-65,Denmark,facebook
3237,UPGRADE,2022-07-01,MAX,119,Male,55-65,Denmark,facebook
3238,initial,2021-11-01,PRO,75,Male,18-24,Sweden,Google Ads
3239,initial,2021-11-01,PRO,75,Male,45-54,Sweden,facebook
3239,REDUCTION,2022-08-01,BASIC,53,Male,45-54,Sweden,facebook
3240,initial,2022-01-01,BASIC,53,Female,45-54,Norway,facebook
3241,initial,2020-09-01,MAX,99,Female,35-44,Finland,Display
3241,REDUCTION,2020-10-01,BASIC,33,Female,35-44,Finland,Display
3241,CHURN,2021-08-01,BASIC,43,Female,35-44,Finland,Display
3242,initial,2022-10-01,PRO,85,Male,45-54,Norway,Google Ads
3243,initial,2021-08-01,PRO,75,Male,25-34,Norway,Google Ads
3243,UPGRADE,2021-12-01,MAX,109,Male,25-34,Norway,Google Ads
3244,initial,2022-03-01,MAX,119,Other,45-54,Norway,Google Ads
3245,initial,2021-03-01,PRO,75,Female,18-24,Denmark,Google Ads
3245,UPGRADE,2021-08-01,MAX,109,Female,18-24,Denmark,Google Ads
3245,CHURN,2022-04-01,MAX,119,Female,18-24,Denmark,Google Ads
3246,initial,2022-06-01,PRO,85,Female,45-54,Sweden,Google Ads
3247,initial,2020-04-01,BASIC,33,Male,18-24,Sweden,facebook
3247,UPGRADE,2022-03-01,MAX,119,Male,18-24,Sweden,facebook
3248,initial,2021-11-01,BASIC,43,Other,55-65,Denmark,Google Ads
3249,initial,2020-04-01,BASIC,33,Male,35-44,Sweden,Google Ads
3249,UPGRADE,2022-06-01,MAX,119,Male,35-44,Sweden,Google Ads
3250,initial,2022-01-01,BASIC,53,Female,18-24,Norway,facebook
3251,initial,2021-06-01,BASIC,43,Male,25-34,Finland,facebook
3251,CHURN,2021-11-01,BASIC,43,Male,25-34,Finland,facebook
3252,initial,2022-11-01,PRO,85,Male,45-54,Sweden,Google Ads
3253,initial,2021-11-01,PRO,75,Male,45-54,Denmark,Google Ads
3253,REDUCTION,2022-01-01,BASIC,53,Male,45-54,Denmark,Google Ads
3254,initial,2022-07-01,MAX,119,Male,55-65,Norway,facebook
3255,initial,2020-11-01,MAX,99,Female,18-24,Sweden,facebook
3255,REDUCTION,2022-07-01,PRO,85,Female,18-24,Sweden,facebook
3256,initial,2021-09-01,BASIC,43,Female,25-34,Norway,Display
3256,UPGRADE,2022-10-01,MAX,119,Female,25-34,Norway,Display
3257,initial,2020-02-01,BASIC,33,Male,55-65,Norway,Google Ads
3257,CHURN,2021-03-01,BASIC,43,Male,55-65,Norway,Google Ads
3258,initial,2021-06-01,PRO,75,Male,55-65,Norway,Google Ads
3258,UPGRADE,2022-11-01,MAX,119,Male,55-65,Norway,Google Ads
3259,initial,2021-12-01,BASIC,43,Female,25-34,Norway,Google Ads
3259,UPGRADE,2022-05-01,PRO,85,Female,25-34,Norway,Google Ads
3260,initial,2020-07-01,MAX,99,Female,55-65,Norway,Organic Search
3260,REDUCTION,2021-04-01,BASIC,43,Female,55-65,Norway,Organic Search
3261,initial,2022-06-01,MAX,119,Male,25-34,Norway,Google Ads
3261,REDUCTION,2022-11-01,PRO,85,Male,25-34,Norway,Google Ads
3262,initial,2021-07-01,PRO,75,Female,25-34,Norway,Google Ads
3262,REDUCTION,2022-07-01,BASIC,53,Female,25-34,Norway,Google Ads
3263,initial,2022-11-01,PRO,85,Male,18-24,Sweden,Display
3264,initial,2022-08-01,PRO,85,Female,45-54,Sweden,Organic Search
3265,initial,2022-10-01,MAX,119,Female,55-65,Finland,facebook
3266,initial,2020-07-01,PRO,65,Male,18-24,Finland,facebook
3266,CHURN,2020-10-01,PRO,65,Male,18-24,Finland,facebook
3267,initial,2022-06-01,PRO,85,Female,55-65,Denmark,Paid Search
3267,CHURN,2022-09-01,PRO,85,Female,55-65,Denmark,Paid Search
3268,initial,2020-07-01,PRO,65,Female,55-65,Finland,facebook
3268,UPGRADE,2020-10-01,MAX,99,Female,55-65,Finland,facebook
3268,CHURN,2021-04-01,PRO,75,Female,55-65,Finland,facebook
3269,initial,2021-08-01,MAX,109,Female,35-44,Sweden,Unknown
3269,REDUCTION,2021-12-01,PRO,75,Female,35-44,Sweden,Unknown
3270,initial,2022-10-01,PRO,85,Male,35-44,Norway,Paid Search
3271,initial,2022-08-01,BASIC,53,Female,55-65,Norway,facebook
3272,initial,2021-01-01,BASIC,43,Female,18-24,Denmark,Google Ads
3272,CHURN,2021-05-01,BASIC,43,Female,18-24,Denmark,Google Ads
3273,initial,2022-08-01,BASIC,53,Female,18-24,Sweden,Google Ads
3274,initial,2022-10-01,PRO,85,Male,55-65,Finland,Paid Search
3275,initial,2022-03-01,PRO,85,Female,18-24,Denmark,Google Ads
3276,initial,2021-04-01,PRO,75,Male,35-44,Sweden,Google Ads
3276,REDUCTION,2021-12-01,BASIC,43,Male,35-44,Sweden,Google Ads
3277,initial,2021-05-01,MAX,109,Male,45-54,Denmark,Paid Search
3278,initial,2022-02-01,BASIC,53,Male,25-34,Sweden,Display
3279,initial,2020-06-01,BASIC,33,Male,55-65,Norway,facebook
3279,CHURN,2021-03-01,BASIC,43,Male,55-65,Norway,facebook
3280,initial,2021-10-01,PRO,75,Female,35-44,Norway,Bing
3280,REDUCTION,2022-10-01,BASIC,53,Female,35-44,Norway,Bing
3281,initial,2021-06-01,PRO,75,Female,25-34,Sweden,Google Ads
3281,REDUCTION,2021-10-01,BASIC,43,Female,25-34,Sweden,Google Ads
3282,initial,2020-10-01,PRO,65,Male,18-24,Denmark,Organic Search
3282,CHURN,2021-01-01,PRO,75,Male,18-24,Denmark,Organic Search
3283,initial,2021-11-01,MAX,109,Other,25-34,Norway,Organic Search
3283,REDUCTION,2022-08-01,BASIC,53,Other,25-34,Norway,Organic Search
3284,initial,2020-09-01,BASIC,33,Male,18-24,Denmark,facebook
3284,CHURN,2021-10-01,BASIC,43,Male,18-24,Denmark,facebook
3285,initial,2021-05-01,BASIC,43,Female,45-54,Norway,Google Ads
3285,UPGRADE,2022-09-01,PRO,85,Female,45-54,Norway,Google Ads
3286,initial,2022-11-01,MAX,119,Other,35-44,Finland,facebook
3287,initial,2022-03-01,BASIC,53,Female,55-65,Norway,Bing
3288,initial,2021-01-01,BASIC,43,Male,55-65,Denmark,Google Ads
3288,CHURN,2021-04-01,BASIC,43,Male,55-65,Denmark,Google Ads
3289,initial,2020-04-01,MAX,99,Female,25-34,Finland,Google Ads
3289,REDUCTION,2020-10-01,PRO,65,Female,25-34,Finland,Google Ads
3289,CHURN,2021-11-01,PRO,75,Female,25-34,Finland,Google Ads
3290,initial,2020-08-01,MAX,99,Other,35-44,Sweden,facebook
3290,REDUCTION,2020-11-01,BASIC,33,Other,35-44,Sweden,facebook
3291,initial,2021-06-01,BASIC,43,Female,45-54,Sweden,facebook
3292,initial,2021-09-01,BASIC,43,Female,18-24,Norway,facebook
3293,initial,2020-03-01,PRO,65,Female,25-34,Norway,Organic Search
3293,UPGRADE,2020-12-01,MAX,99,Female,25-34,Norway,Organic Search
3294,initial,2021-03-01,BASIC,43,Male,45-54,Finland,facebook
3294,CHURN,2021-11-01,BASIC,43,Male,45-54,Finland,facebook
3295,initial,2020-11-01,BASIC,33,Male,18-24,Norway,Google Ads
3295,UPGRADE,2021-05-01,MAX,109,Male,18-24,Norway,Google Ads
3296,initial,2022-11-01,BASIC,53,Female,45-54,Sweden,Paid Search
3297,initial,2020-11-01,BASIC,33,Male,25-34,Denmark,Google Ads
3297,UPGRADE,2022-06-01,MAX,119,Male,25-34,Denmark,Google Ads
3298,initial,2022-04-01,MAX,119,Female,35-44,Sweden,TV
3299,initial,2022-09-01,MAX,119,Female,35-44,Sweden,facebook
3300,initial,2021-09-01,MAX,109,Female,25-34,Denmark,Unknown
3300,CHURN,2022-07-01,MAX,119,Female,25-34,Denmark,Unknown
3301,initial,2022-12-01,MAX,119,Other,25-34,Sweden,Bing
3302,initial,2022-09-01,PRO,85,Female,35-44,Sweden,Organic Search
3303,initial,2021-04-01,PRO,75,Male,45-54,Denmark,Google Ads
3303,REDUCTION,2022-06-01,BASIC,53,Male,45-54,Denmark,Google Ads
3304,initial,2021-01-01,BASIC,43,Female,35-44,Finland,Paid Search
3304,CHURN,2021-06-01,BASIC,43,Female,35-44,Finland,Paid Search
3305,initial,2022-02-01,PRO,85,Male,55-65,Denmark,Google Ads
3305,REDUCTION,2022-11-01,BASIC,53,Male,55-65,Denmark,Google Ads
3306,initial,2021-06-01,MAX,109,Female,45-54,Sweden,Google Ads
3307,initial,2021-03-01,MAX,109,Other,18-24,Norway,Paid Search
3307,REDUCTION,2022-06-01,PRO,85,Other,18-24,Norway,Paid Search
3308,initial,2021-06-01,PRO,75,Female,45-54,Norway,Google Ads
3309,initial,2020-01-01,BASIC,33,Female,18-24,Denmark,Bing
3309,UPGRADE,2020-12-01,PRO,65,Female,18-24,Denmark,Bing
3309,CHURN,2020-12-01,BASIC,33,Female,18-24,Denmark,Bing
3309,CHURN,2021-01-01,BASIC,43,Female,18-24,Denmark,Bing
3310,initial,2021-01-01,BASIC,43,Male,35-44,Denmark,Google Ads
3310,CHURN,2021-11-01,BASIC,43,Male,35-44,Denmark,Google Ads
3311,initial,2022-10-01,PRO,85,Female,18-24,Sweden,facebook
3312,initial,2021-06-01,MAX,109,Male,45-54,Finland,facebook
3312,REDUCTION,2022-05-01,PRO,85,Male,45-54,Finland,facebook
3313,initial,2021-06-01,BASIC,43,Female,18-24,Sweden,Paid Search
3314,initial,2020-01-01,BASIC,33,Male,18-24,Norway,Unknown
3314,UPGRADE,2020-12-01,PRO,65,Male,18-24,Norway,Unknown
3315,initial,2022-08-01,PRO,85,Male,55-65,Finland,Organic Search
3316,initial,2022-01-01,BASIC,53,Female,55-65,Finland,facebook
3316,UPGRADE,2022-09-01,MAX,119,Female,55-65,Finland,facebook
3316,CHURN,2022-09-01,BASIC,53,Female,55-65,Finland,facebook
3317,initial,2020-05-01,BASIC,33,Female,45-54,Norway,facebook
3317,UPGRADE,2021-01-01,PRO,75,Female,45-54,Norway,facebook
3317,CHURN,2021-04-01,BASIC,43,Female,45-54,Norway,facebook
3318,initial,2020-04-01,BASIC,33,Female,18-24,Sweden,facebook
3319,initial,2020-09-01,MAX,99,Male,45-54,Denmark,Paid Search
3319,REDUCTION,2021-01-01,PRO,75,Male,45-54,Denmark,Paid Search
3320,initial,2022-09-01,BASIC,53,Male,55-65,Sweden,TV
3321,initial,2022-10-01,PRO,85,Male,55-65,Norway,Organic Search
3322,initial,2022-10-01,PRO,85,Female,18-24,Sweden,facebook
3323,initial,2020-01-01,PRO,65,Male,18-24,Denmark,TV
3323,UPGRADE,2022-11-01,MAX,119,Male,18-24,Denmark,TV
3324,initial,2020-08-01,PRO,65,Female,18-24,Denmark,TV
3324,REDUCTION,2021-04-01,BASIC,43,Female,18-24,Denmark,TV
3325,initial,2020-04-01,BASIC,33,Male,35-44,Denmark,Organic Search
3325,UPGRADE,2020-11-01,MAX,99,Male,35-44,Denmark,Organic Search
3326,initial,2021-02-01,PRO,75,Male,35-44,Denmark,Unknown
3326,UPGRADE,2021-11-01,MAX,109,Male,35-44,Denmark,Unknown
3327,initial,2022-11-01,BASIC,53,Male,35-44,Finland,Bing
3328,initial,2022-01-01,MAX,119,Female,55-65,Denmark,Google Ads
3328,REDUCTION,2022-09-01,BASIC,53,Female,55-65,Denmark,Google Ads
3329,initial,2021-10-01,PRO,75,Female,18-24,Finland,facebook
3329,CHURN,2022-04-01,PRO,85,Female,18-24,Finland,facebook
3330,initial,2022-05-01,PRO,85,Female,25-34,Norway,Google Ads
3331,initial,2022-06-01,MAX,119,Female,18-24,Norway,Google Ads
3332,initial,2022-06-01,PRO,85,Female,35-44,Denmark,Display
3332,REDUCTION,2022-09-01,BASIC,53,Female,35-44,Denmark,Display
3333,initial,2022-02-01,BASIC,53,Male,18-24,Finland,Google Ads
3334,initial,2020-07-01,PRO,65,Female,55-65,Denmark,Google Ads
3334,UPGRADE,2021-03-01,MAX,109,Female,55-65,Denmark,Google Ads
3335,initial,2021-02-01,MAX,109,Female,18-24,Sweden,Unknown
3335,REDUCTION,2022-07-01,BASIC,53,Female,18-24,Sweden,Unknown
3336,initial,2021-05-01,BASIC,43,Female,35-44,Sweden,facebook
3337,initial,2022-11-01,PRO,85,Male,45-54,Sweden,Google Ads
3338,initial,2021-08-01,BASIC,43,Female,35-44,Norway,facebook
3338,UPGRADE,2021-12-01,MAX,109,Female,35-44,Norway,facebook
3339,initial,2020-08-01,BASIC,33,Male,25-34,Denmark,Unknown
3339,UPGRADE,2021-08-01,MAX,109,Male,25-34,Denmark,Unknown
3339,CHURN,2022-04-01,MAX,119,Male,25-34,Denmark,Unknown
3340,initial,2022-01-01,PRO,85,Female,45-54,Sweden,Organic Search
3340,UPGRADE,2022-06-01,MAX,119,Female,45-54,Sweden,Organic Search
3341,initial,2021-08-01,PRO,75,Female,35-44,Denmark,facebook
3341,UPGRADE,2022-01-01,MAX,119,Female,35-44,Denmark,facebook
3341,CHURN,2022-09-01,PRO,85,Female,35-44,Denmark,facebook
3342,initial,2020-07-01,PRO,65,Female,25-34,Sweden,Organic Search
3342,UPGRADE,2021-07-01,MAX,109,Female,25-34,Sweden,Organic Search
3343,initial,2020-03-01,BASIC,33,Male,25-34,Norway,facebook
3343,UPGRADE,2021-10-01,PRO,75,Male,25-34,Norway,facebook
3344,initial,2020-05-01,PRO,65,Male,35-44,Finland,Paid Search
3344,CHURN,2020-10-01,PRO,65,Male,35-44,Finland,Paid Search
3344,CHURN,2021-06-01,PRO,75,Male,35-44,Finland,Paid Search
3345,initial,2022-01-01,MAX,119,Female,25-34,Sweden,Google Ads
3346,initial,2020-07-01,BASIC,33,Male,25-34,Norway,Display
3347,initial,2022-11-01,PRO,85,Female,35-44,Norway,Google Ads
3348,initial,2021-07-01,PRO,75,Female,18-24,Sweden,Organic Search
3348,REDUCTION,2021-12-01,BASIC,43,Female,18-24,Sweden,Organic Search
3349,initial,2022-03-01,BASIC,53,Male,18-24,Sweden,Google Ads
3350,initial,2020-06-01,BASIC,33,Male,45-54,Sweden,Paid Search
3351,initial,2020-06-01,BASIC,33,Other,45-54,Sweden,facebook
3351,UPGRADE,2022-02-01,PRO,85,Other,45-54,Sweden,facebook
3352,initial,2020-06-01,BASIC,33,Female,18-24,Sweden,facebook
3353,initial,2022-08-01,MAX,119,Other,55-65,Finland,TV
3354,initial,2022-03-01,PRO,85,Female,55-65,Sweden,Organic Search
3354,REDUCTION,2022-10-01,BASIC,53,Female,55-65,Sweden,Organic Search
3355,initial,2022-09-01,MAX,119,Male,55-65,Norway,Paid Search
3356,initial,2020-05-01,MAX,99,Female,55-65,Sweden,Google Ads
3356,REDUCTION,2020-07-01,PRO,65,Female,55-65,Sweden,Google Ads
3357,initial,2021-12-01,BASIC,43,Female,55-65,Denmark,Google Ads
3357,UPGRADE,2022-08-01,PRO,85,Female,55-65,Denmark,Google Ads
3358,initial,2020-10-01,PRO,65,Female,18-24,Sweden,facebook
3358,UPGRADE,2021-12-01,MAX,109,Female,18-24,Sweden,facebook
3359,initial,2022-12-01,PRO,85,Male,35-44,Norway,Paid Search
3360,initial,2020-11-01,MAX,99,Female,18-24,Denmark,Google Ads
3360,REDUCTION,2022-03-01,PRO,85,Female,18-24,Denmark,Google Ads
3360,CHURN,2022-06-01,PRO,85,Female,18-24,Denmark,Google Ads
3361,initial,2022-10-01,BASIC,53,Male,35-44,Finland,Google Ads
3362,initial,2020-12-01,BASIC,33,Male,45-54,Norway,Paid Search
3363,initial,2021-10-01,BASIC,43,Male,45-54,Sweden,facebook
3364,initial,2021-09-01,MAX,109,Female,25-34,Denmark,Paid Search
3364,REDUCTION,2021-12-01,BASIC,43,Female,25-34,Denmark,Paid Search
3364,CHURN,2022-05-01,BASIC,53,Female,25-34,Denmark,Paid Search
3365,initial,2020-03-01,BASIC,33,Female,18-24,Denmark,facebook
3365,UPGRADE,2020-07-01,MAX,99,Female,18-24,Denmark,facebook
3365,CHURN,2020-11-01,MAX,99,Female,18-24,Denmark,facebook
3365,CHURN,2021-06-01,MAX,109,Female,18-24,Denmark,facebook
3366,initial,2022-05-01,BASIC,53,Other,18-24,Norway,Google Ads
3367,initial,2022-12-01,PRO,85,Female,35-44,Finland,Google Ads
3368,initial,2022-04-01,PRO,85,Male,45-54,Sweden,facebook
3368,REDUCTION,2022-05-01,BASIC,53,Male,45-54,Sweden,facebook
3369,initial,2022-01-01,BASIC,53,Other,45-54,Finland,facebook
3370,initial,2022-10-01,PRO,85,Female,25-34,Sweden,facebook
3371,initial,2020-02-01,BASIC,33,Female,25-34,Denmark,Google Ads
3371,CHURN,2021-01-01,BASIC,43,Female,25-34,Denmark,Google Ads
